Timestamp (Unix);Level ID;Emote ID;Emote todo;Emote FER;Anger;Disgust;Fear;Happiness;Neutral;Sadness;Surprise;User ID;OVR Face Expressions

Timestamp (Unix);Level ID;Emote ID;Emote todo;Emote FER;Anger;Disgust;Fear;Happiness;Neutral;Sadness;Surprise;User ID;OVR Face Expressions

Timestamp (Unix);Level ID;Emote ID;Emote todo;Emote FER;Anger;Disgust;Fear;Happiness;Neutral;Sadness;Surprise;User ID;OVR Face Expressions

